rl-secondary-2  |  * Serving Flask app 'app'
rl-secondary-2  |  * Debug mode: off
rl-secondary-2  | 2025-12-07 20:39:52,608 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-2  |  * Running on all addresses (0.0.0.0)
rl-secondary-2  |  * Running on http://127.0.0.1:8001
rl-secondary-2  |  * Running on http://172.18.0.3:8001
rl-secondary-2  | 2025-12-07 20:40:01,990 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:01] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:02,492 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:02] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:02,499 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:02] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:02,525 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:04,030 | INFO | Replicated seq=3 msg=test message 1 (pos=2)
rl-secondary-2  | 2025-12-07 20:40:04,031 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:04,082 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:04] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:04,096 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:05,602 | INFO | Replicated seq=4 msg=blocking test (pos=3)
rl-secondary-2  | 2025-12-07 20:40:05,603 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:05] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:05,626 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:07,131 | INFO | Replicated seq=5 msg=message 2 (pos=4)
rl-secondary-2  | 2025-12-07 20:40:07,132 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:07] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:07,455 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:08,964 | INFO | Replicated seq=6 msg=message 3 (pos=5)
rl-secondary-2  | 2025-12-07 20:40:08,965 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:08] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:09,294 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:10,798 | INFO | Replicated seq=7 msg=message 4 (pos=6)
rl-secondary-2  | 2025-12-07 20:40:10,799 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:10] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:11,142 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:11] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:11,158 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:12,659 | INFO | Replicated seq=8 msg=delay test (pos=7)
rl-secondary-2  | 2025-12-07 20:40:12,660 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:12] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:12,906 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:12] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:13,314 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:13] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:13,329 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:14,833 | INFO | Replicated seq=9 msg=smoke (pos=8)
rl-secondary-2  | 2025-12-07 20:40:14,834 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:14,895 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:14] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:15,079 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:15] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:15,085 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:16,591 | INFO | Replicated seq=10 msg=pytest (pos=9)
rl-secondary-2  | 2025-12-07 20:40:16,594 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:16] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:16,605 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:16] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:16,617 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:16] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:16,780 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:16] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:16,788 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:16] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:16,812 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:18,314 | INFO | Replicated seq=11 msg=test message 1 (pos=10)
rl-secondary-2  | 2025-12-07 20:40:18,315 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:18] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:18,369 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:18] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:18,384 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:19,889 | INFO | Replicated seq=12 msg=blocking test (pos=11)
rl-secondary-2  | 2025-12-07 20:40:19,890 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:19] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:19,930 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:21,433 | INFO | Replicated seq=13 msg=message 2 (pos=12)
rl-secondary-2  | 2025-12-07 20:40:21,434 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:21] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:21,757 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:23,263 | INFO | Replicated seq=14 msg=message 3 (pos=13)
rl-secondary-2  | 2025-12-07 20:40:23,265 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:23] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:23,597 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:25,101 | INFO | Replicated seq=15 msg=message 4 (pos=14)
rl-secondary-2  | 2025-12-07 20:40:25,102 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:25,462 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:25] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:25,481 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:26,984 | INFO | Replicated seq=16 msg=delay test (pos=15)
rl-secondary-2  | 2025-12-07 20:40:26,985 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:26] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:27,251 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:27] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:32,584 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:32] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:32,592 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:32] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:32,615 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:34,117 | INFO | Replicated seq=17 msg=test message 1 (pos=16)
rl-secondary-2  | 2025-12-07 20:40:34,117 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:34,170 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:34] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:34,185 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:35,689 | INFO | Replicated seq=18 msg=blocking test (pos=17)
rl-secondary-2  | 2025-12-07 20:40:35,689 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:35] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:35,713 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:37,219 | INFO | Replicated seq=19 msg=message 2 (pos=18)
rl-secondary-2  | 2025-12-07 20:40:37,220 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:37] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:37,550 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:39,055 | INFO | Replicated seq=20 msg=message 3 (pos=19)
rl-secondary-2  | 2025-12-07 20:40:39,055 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:39] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:39,382 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:40,883 | INFO | Replicated seq=21 msg=message 4 (pos=20)
rl-secondary-2  | 2025-12-07 20:40:40,884 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:40] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:41,243 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:41] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:41,262 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:40:42,764 | INFO | Replicated seq=22 msg=delay test (pos=21)
rl-secondary-2  | 2025-12-07 20:40:42,764 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:42] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:40:43,052 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:43] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:06,887 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:06] "GET /health HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:06,917 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:06] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:07,941 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:09,444 | INFO | Replicated seq=23 msg=default_w (pos=22)
rl-secondary-2  | 2025-12-07 20:53:09,445 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:09] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:09,508 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:09] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:09,527 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:09,637 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:09] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:11,033 | INFO | Replicated seq=24 msg=w1_test (pos=23)
rl-secondary-2  | 2025-12-07 20:53:11,034 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:11] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:12,684 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:12] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:12,703 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:12,803 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:12,813 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:12,823 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:13,367 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:13] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:14,210 | INFO | Replicated seq=25 msg=w2_test (pos=24)
rl-secondary-2  | 2025-12-07 20:53:14,210 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:14,308 | INFO | Replicated seq=26 msg=e1 (pos=25)
rl-secondary-2  | 2025-12-07 20:53:14,309 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:14,314 | INFO | Replicated seq=27 msg=e2 (pos=26)
rl-secondary-2  | 2025-12-07 20:53:14,314 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:14,325 | INFO | Replicated seq=28 msg=e3 (pos=27)
rl-secondary-2  | 2025-12-07 20:53:14,325 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:14] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:16,407 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:16] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:16,422 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:16,741 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:17,065 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:17,927 | INFO | Replicated seq=29 msg=mix1 (pos=28)
rl-secondary-2  | 2025-12-07 20:53:17,928 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:17] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:18,248 | INFO | Replicated seq=30 msg=mix2 (pos=29)
rl-secondary-2  | 2025-12-07 20:53:18,249 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:18] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:18,569 | INFO | Replicated seq=31 msg=mix3 (pos=30)
rl-secondary-2  | 2025-12-07 20:53:18,569 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:18] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:22,618 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:22] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:22,635 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:24,141 | INFO | Replicated seq=32 msg=dup_test (pos=31)
rl-secondary-2  | 2025-12-07 20:53:24,142 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:24] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:24,182 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:24,411 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:25,688 | INFO | Replicated seq=33 msg=ord1 (pos=32)
rl-secondary-2  | 2025-12-07 20:53:25,689 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:25,915 | INFO | Replicated seq=34 msg=ord2 (pos=33)
rl-secondary-2  | 2025-12-07 20:53:25,917 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:25] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:26,159 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:26,399 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:26,629 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:27,665 | INFO | Replicated seq=35 msg=ord3 (pos=34)
rl-secondary-2  | 2025-12-07 20:53:27,665 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:27,900 | INFO | Replicated seq=36 msg=ord4 (pos=35)
rl-secondary-2  | 2025-12-07 20:53:27,901 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:27] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:28,132 | INFO | Replicated seq=37 msg=ord5 (pos=36)
rl-secondary-2  | 2025-12-07 20:53:28,133 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:28] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:33,185 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:33] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:33,229 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:33,251 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:34,734 | INFO | Replicated seq=38 msg=w1_timing_verify (pos=37)
rl-secondary-2  | 2025-12-07 20:53:34,735 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:34,754 | INFO | Replicated seq=39 msg=w2_timing_verify (pos=38)
rl-secondary-2  | 2025-12-07 20:53:34,755 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:34] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:55,132 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:56,638 | INFO | Replicated seq=40 msg=default_w_1765140835121 (pos=39)
rl-secondary-2  | 2025-12-07 20:53:56,639 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:56] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:57,662 | INFO | 192.168.65.1 - - [07/Dec/2025 20:53:57] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:57,669 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:57,676 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:57,683 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:53:59,174 | INFO | Replicated seq=41 msg=w1_fast_1765140837664 (pos=40)
rl-secondary-2  | 2025-12-07 20:53:59,175 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:59,179 | INFO | Replicated seq=42 msg=w2_1765140837672 (pos=41)
rl-secondary-2  | 2025-12-07 20:53:59,179 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:59,184 | INFO | Replicated seq=43 msg=w3_1765140837679 (pos=42)
rl-secondary-2  | 2025-12-07 20:53:59,185 | INFO | 172.18.0.4 - - [07/Dec/2025 20:53:59] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:53:59,198 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:00,700 | INFO | Replicated seq=44 msg=w_max_1765140839191 (pos=43)
rl-secondary-2  | 2025-12-07 20:54:00,700 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:00] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:02,726 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:02] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:02,734 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:02,744 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:02,753 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:02,867 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:02,974 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:03,597 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:03] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:04,238 | INFO | Replicated seq=45 msg=w1_no_acks_1765140842729 (pos=44)
rl-secondary-2  | 2025-12-07 20:54:04,239 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:04,245 | INFO | Replicated seq=46 msg=w2_one_ack_1765140842740 (pos=45)
rl-secondary-2  | 2025-12-07 20:54:04,245 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:04,254 | INFO | Replicated seq=47 msg=ev1_1765140842748_0 (pos=46)
rl-secondary-2  | 2025-12-07 20:54:04,255 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:04,372 | INFO | Replicated seq=48 msg=ev1_1765140842748_1 (pos=47)
rl-secondary-2  | 2025-12-07 20:54:04,373 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:04,476 | INFO | Replicated seq=49 msg=ev1_1765140842748_2 (pos=48)
rl-secondary-2  | 2025-12-07 20:54:04,477 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:04] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:07,622 | INFO | 192.168.65.1 - - [07/Dec/2025 20:54:07] "GET /messages HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:07,631 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:07,943 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:08,259 | INFO | Simulating delay 1500 ms
rl-secondary-2  | 2025-12-07 20:54:09,133 | INFO | Replicated seq=50 msg=mix_1765140847625_1 (pos=49)
rl-secondary-2  | 2025-12-07 20:54:09,134 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:09] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:09,447 | INFO | Replicated seq=51 msg=mix_1765140847625_2 (pos=50)
rl-secondary-2  | 2025-12-07 20:54:09,448 | INFO | 172.18.0.4 - - [07/Dec/2025 20:54:09] "POST /replicate HTTP/1.1" 200 -
rl-secondary-2  | 2025-12-07 20:54:09,765 | INFO | Replicated seq=52 msg=mix_1765140847625_3 (pos=51)
rl-secondary-1  | 2025-12-07 20:39:52,605 | INFO | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
rl-secondary-1  |  * Running on all addresses (0.0.0.0)
rl-secondary-1  |  * Running on http://127.0.0.1:8001
rl-secondary-1  |  * Running on http://172.18.0.2:8001
rl-secondary-1  |  * Serving Flask app 'app'
rl-secondary-1  |  * Debug mode: off
rl-secondary-1  | 2025-12-07 20:39:52,605 | INFO | [33mPress CTRL+C to quit[0m
rl-secondary-1  | 2025-12-07 20:39:58,003 | INFO | 192.168.65.1 - - [07/Dec/2025 20:39:58] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:39:58,357 | INFO | 192.168.65.1 - - [07/Dec/2025 20:39:58] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:39:58,384 | INFO | Replicated seq=1 msg=smoke (pos=0)
rl-secondary-1  | 2025-12-07 20:39:58,384 | INFO | 172.18.0.4 - - [07/Dec/2025 20:39:58] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:39:59,931 | INFO | 192.168.65.1 - - [07/Dec/2025 20:39:59] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:00,459 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:00] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:00,467 | INFO | Replicated seq=2 msg=pytest (pos=1)
rl-secondary-1  | 2025-12-07 20:40:00,467 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:00] "POST /replicate HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:01,979 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:01] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:01,987 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:01] "GET /messages HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:02,476 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:02] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:02,484 | INFO | 192.168.65.1 - - [07/Dec/2025 20:40:02] "GET /health HTTP/1.1" 200 -
rl-secondary-1  | 2025-12-07 20:40:02,525 | INFO | Replicated seq=3 msg=test message 1 (pos=2)
rl-secondary-1  | 2025-12-07 20:40:02,525 | INFO | 172.18.0.4 - - [07/Dec/2025 20:40:02] "POST /replicate HTTP/1.1" 200 -
